"","rownum","Player","Age","Team","Pos","MIN","eFG..Rank","eFG.","Rim.Rank","Rim","Short.Mid.Rank","Short.Mid","Long.Mid.Rank","Long.Mid","All.Mid.Rank","All.Mid","Corner.Three.Rank","Corner.Three","Non.Corner.Rank","Non.Corner","All.Three.Rank","All.Three","Season","Second.year"
"1601","4","Ayo Dosunmu",22.8,"CHI","Combo",2030,71,"54.80%",73,"67%",61,"45%",21,"34%",46,"42%",27,"33%",17,"29%",15,"31%","2021-2022",2022
"1602","4","Jeff Dowtin",25.5,"TOR","Combo",237,33,"50.00%",37,"58%",70,"47%",46,"43%",66,"45%",0,"38%",0,"29%",0,"33%","2021-2022",2022
"1603","4","Goran Dragic",36.5,"CHI","Combo",781,31,"49.80%",34,"58%",35,"39%",46,"43%",34,"41%",91,"48%",27,"32%",45,"35%","2021-2022",2022
"1604","4","Andre Drummond",29.2,"CHI","Big",831,65,"60.40%",27,"65%",39,"42%",0,"0%",40,"42%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1605","4","Chris Duarte",25.4,"IND","Forward",876,4,"44.60%",10,"51%",52,"41%",30,"26%",24,"33%",34,"34%",16,"30%",20,"31%","2021-2022",2022
"1606","4","David Duke",23.1,"BKN","Combo",178,9,"45.50%",30,"57%",11,"29%",100,"100%",60,"44%",0,"0%",0,"17%",0,"8%","2021-2022",2022
"1607","4","Kris Dunn",28.6,"UTA","Point",555,93,"57.70%",78,"66%",87,"50%",20,"33%",91,"50%",0,"40%",100,"50%",100,"49%","2021-2022",2022
"1608","4","Kevin Durant",34.1,"BKN","Big",1402,67,"60.80%",88,"78%",97,"60%",85,"57%",95,"59%",0,"42%",69,"37%",72,"38%","2021-2022",2022
"1609","4","Kevin Durant",34.1,"PHX","Big",269,90,"66.10%",100,"100%",85,"53%",87,"58%",95,"56%",0,"83%",100,"50%",100,"55%","2021-2022",2022
"1610","4","Jalen Duren",19,"DET","Big",1652,85,"64.90%",64,"72%",43,"43%",41,"33%",41,"42%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1611","4","Tari Eason",21.5,"HOU","Forward",1680,17,"48.90%",16,"57%",11,"27%",14,"8%",10,"25%",45,"37%",44,"35%",45,"35%","2021-2022",2022
"1612","4","Anthony Edwards",21.2,"MIN","Wing",2837,44,"53.00%",52,"64%",40,"38%",41,"35%",29,"37%",76,"44%",61,"36%",56,"37%","2021-2022",2022
"1613","4","Kessler Edwards",22.2,"SAC","Wing",296,64,"55.40%",69,"67%",96,"57%",88,"50%",99,"56%",74,"44%",9,"28%",38,"34%","2021-2022",2022
"1614","4","Joel Embiid",28.6,"PHI","Big",2283,52,"57.80%",77,"75%",62,"47%",81,"51%",74,"49%",0,"25%",49,"35%",50,"35%","2021-2022",2022
"1615","4","Drew Eubanks",25.7,"POR","Big",1566,89,"65.80%",77,"75%",87,"54%",64,"47%",88,"53%",0,"25%",0,"50%",95,"44%","2021-2022",2022
"1616","4","Bruno Fernando",24.2,"HOU","Big",348,22,"52.70%",28,"65%",13,"29%",65,"50%",12,"30%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1617","4","Dorian Finney-Smith",29.5,"BKN","Big",718,3,"44.70%",1,"43%",23,"33%",96,"100%",27,"38%",19,"29%",33,"32%",29,"31%","2021-2022",2022
"1618","4","Dorian Finney-Smith",29.5,"DAL","Forward",1284,55,"54.20%",53,"67%",9,"17%",40,"33%",4,"19%",59,"40%",24,"32%",50,"36%","2021-2022",2022
"1619","4","Malachi Flynn",24.5,"TOR","Combo",623,7,"45.00%",15,"54%",8,"26%",16,"30%",8,"28%",87,"48%",23,"31%",33,"35%","2021-2022",2022
"1620","4","Simone Fontecchio",26.9,"UTA","Wing",723,17,"47.30%",9,"51%",15,"30%",85,"48%",30,"37%",68,"42%",22,"31%",32,"34%","2021-2022",2022
"1621","4","Bryn Forbes",29.3,"MIN","Wing",241,1,"39.30%",0,"40%",17,"33%",88,"50%",45,"40%",0,"33%",1,"22%",5,"26%","2021-2022",2022
"1622","4","Trent Forrest",24.4,"ATL","Combo",238,15,"47.20%",2,"42%",92,"53%",0,"0%",94,"53%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1623","4","Evan Fournier",30,"NYK","Wing",453,9,"45.10%",1,"43%",67,"44%",22,"27%",43,"39%",41,"38%",14,"29%",19,"32%","2021-2022",2022
"1624","4","De'Aaron Fox",24.9,"SAC","Point",2431,80,"55.90%",100,"77%",98,"53%",74,"46%",93,"51%",19,"27%",37,"34%",23,"33%","2021-2022",2022
"1625","4","Markelle Fultz",24.4,"ORL","Combo",1777,63,"53.90%",66,"65%",74,"48%",54,"44%",74,"47%",51,"39%",14,"29%",21,"33%","2021-2022",2022
"1626","4","Wenyen Gabriel",25.6,"LAL","Big",983,75,"62.00%",43,"69%",84,"53%",65,"50%",87,"53%",19,"29%",0,"25%",15,"27%","2021-2022",2022
"1627","4","Daniel Gafford",24.1,"WAS","Big",1598,96,"73.10%",96,"82%",87,"54%",52,"40%",87,"53%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1628","4","Darius Garland",22.8,"CLE","Point",2447,67,"53.60%",35,"57%",74,"49%",35,"39%",63,"46%",67,"41%",91,"41%",86,"41%","2021-2022",2022
"1629","4","Usman Garuba",20.6,"HOU","Big",901,25,"53.60%",17,"62%",1,"9%",0,"0%",1,"9%",75,"42%",91,"41%",94,"42%","2021-2022",2022
"1630","4","Luka Garza",23.8,"MIN","Big",202,78,"62.80%",85,"77%",46,"43%",65,"50%",51,"44%",0,"33%",95,"42%",91,"41%","2021-2022",2022
"1631","4","Rudy Gay",36.2,"UTA","Forward",812,2,"43.00%",28,"62%",56,"42%",72,"44%",61,"43%",10,"29%",2,"23%",3,"25%","2021-2022",2022
"1632","4","Paul George",32.5,"LAC","Wing",1937,51,"54.00%",78,"69%",72,"45%",70,"42%",69,"43%",87,"48%",57,"36%",58,"38%","2021-2022",2022
"1633","4","Taj Gibson",37.4,"WAS","Big",444,40,"56.20%",53,"70%",36,"41%",65,"50%",53,"44%",0,"45%",0,"20%",35,"33%","2021-2022",2022
"1634","4","Josh Giddey",20.1,"OKC","Forward",2368,34,"51.70%",32,"62%",68,"44%",40,"33%",66,"43%",56,"40%",22,"32%",28,"33%","2021-2022",2022
"1635","4","Shai Gilgeous-Alexander",24.3,"OKC","Point",2402,63,"53.40%",70,"64%",63,"47%",67,"45%",70,"46%",8,"24%",60,"37%",49,"36%","2021-2022",2022
"1636","4","Anthony Gill",30,"WAS","Big",568,32,"55.10%",92,"80%",42,"42%",65,"50%",43,"43%",0,"17%",0,"10%",0,"14%","2021-2022",2022
"1637","4","Rudy Gobert",30.3,"MIN","Big",2148,90,"66.10%",67,"73%",19,"31%",11,"0%",12,"30%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1638","4","Jordan Goodwin",24,"WAS","Combo",1042,36,"50.60%",84,"70%",58,"45%",19,"32%",39,"41%",90,"48%",8,"27%",19,"32%","2021-2022",2022
"1639","4","Aaron Gordon",27.1,"DEN","Forward",2052,95,"60.70%",87,"73%",34,"37%",20,"23%",23,"33%",5,"25%",87,"41%",51,"36%","2021-2022",2022
"1640","4","Eric Gordon",33.9,"LAC","Wing",541,84,"59.30%",16,"56%",83,"50%",0,"0%",87,"50%",0,"31%",94,"43%",91,"42%","2021-2022",2022
"1641","4","Eric Gordon",33.9,"HOU","Wing",1414,49,"53.50%",57,"65%",66,"44%",14,"13%",59,"42%",98,"53%",40,"34%",44,"36%","2021-2022",2022
"1642","4","Devonte' Graham",27.7,"NOP","Combo",792,45,"51.80%",0,"35%",94,"54%",89,"55%",96,"54%",43,"38%",51,"35%",42,"35%","2021-2022",2022
"1643","4","Devonte' Graham",27.7,"SAS","Combo",525,44,"51.80%",26,"56%",93,"53%",13,"29%",25,"39%",97,"53%",43,"34%",48,"36%","2021-2022",2022
"1644","4","Jerami Grant",28.6,"POR","Forward",2245,61,"55.50%",43,"65%",45,"39%",60,"39%",46,"39%",50,"39%",88,"41%",82,"40%","2021-2022",2022
"1645","4","AJ Green",23.1,"MIL","Combo",284,98,"61.70%",8,"50%",0,"0%",28,"38%",10,"30%",64,"41%",94,"45%",95,"44%","2021-2022",2022
"1646","4","Draymond Green",32.7,"GSW","Big",2298,50,"57.30%",45,"69%",82,"53%",37,"31%",82,"51%",35,"33%",24,"30%",30,"31%","2021-2022",2022
"1647","4","JaMychal Green",32.4,"GSW","Big",784,80,"63.10%",61,"72%",93,"57%",59,"44%",90,"54%",59,"37%",87,"40%",79,"39%","2021-2022",2022
"1648","4","Jalen Green",20.7,"HOU","Combo",2600,25,"48.80%",20,"55%",29,"38%",43,"42%",29,"39%",24,"33%",46,"34%",31,"34%","2021-2022",2022
"1649","4","Javonte Green",29.3,"CHI","Forward",465,96,"62.30%",88,"74%",59,"43%",2,"0%",51,"40%",9,"28%",96,"44%",46,"35%","2021-2022",2022
"1650","4","Jeff Green",36.2,"DEN","Big",1055,30,"54.60%",45,"69%",58,"46%",58,"44%",59,"46%",84,"45%",1,"19%",21,"29%","2021-2022",2022
"1651","4","Josh Green",22,"DAL","Wing",1512,95,"62.60%",85,"72%",90,"52%",46,"38%",91,"51%",45,"38%",99,"45%",77,"40%","2021-2022",2022
"1652","4","AJ Griffin",19.2,"ATL","Wing",1369,66,"55.40%",68,"66%",88,"52%",53,"40%",85,"49%",53,"40%",66,"38%",63,"38%","2021-2022",2022
"1653","4","Blake Griffin",33.6,"BOS","Big",526,61,"59.50%",65,"72%",38,"42%",0,"0%",39,"42%",48,"35%",53,"36%",53,"35%","2021-2022",2022
"1654","4","Quentin Grimes",22.5,"NYK","Wing",2088,85,"60.00%",83,"71%",8,"25%",53,"40%",9,"29%",75,"44%",55,"36%",66,"39%","2021-2022",2022
"1655","4","Rui Hachimura",24.7,"LAL","Forward",726,36,"52.00%",26,"61%",66,"44%",94,"54%",85,"48%",2,"23%",34,"33%",15,"30%","2021-2022",2022
"1656","4","Rui Hachimura",24.7,"WAS","Forward",726,49,"53.70%",89,"74%",38,"38%",82,"49%",64,"43%",68,"42%",12,"29%",34,"34%","2021-2022",2022
"1657","4","Tyrese Haliburton",22.7,"IND","Combo",1882,92,"58.80%",76,"67%",69,"46%",78,"49%",75,"47%",76,"43%",81,"40%",82,"41%","2021-2022",2022
"1658","4","R.J. Hampton",21.7,"ORL","Combo",332,55,"52.90%",87,"70%",79,"50%",8,"22%",56,"43%",0,"43%",24,"31%",35,"35%","2021-2022",2022
"1659","4","R.J. Hampton",21.7,"DET","Forward",384,37,"52.00%",21,"59%",41,"38%",67,"43%",49,"39%",0,"47%",39,"34%",58,"37%","2021-2022",2022
"1660","4","Tim Hardaway Jr.",30.6,"DAL","Forward",2140,46,"53.10%",13,"53%",43,"39%",52,"36%",40,"37%",48,"38%",76,"40%",71,"39%","2021-2022",2022
"1661","4","James Harden",33.2,"PHI","Point",2131,65,"53.50%",33,"57%",37,"43%",85,"48%",52,"44%",36,"32%",79,"39%",74,"38%","2021-2022",2022
"1662","4","Jaden Hardy",19.3,"DAL","Combo",641,62,"53.80%",12,"52%",43,"41%",12,"27%",16,"34%",81,"45%",88,"42%",90,"43%","2021-2022",2022
"1663","4","Montrezl Harrell",28.8,"PHI","Big",657,63,"60.00%",36,"67%",55,"46%",11,"0%",43,"43%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1664","4","Gary Harris",28.1,"ORL","Wing",1183,90,"60.70%",32,"61%",17,"33%",35,"33%",17,"33%",82,"46%",91,"42%",95,"44%","2021-2022",2022
"1665","4","Joe Harris",31.2,"BKN","Forward",1508,97,"62.40%",68,"69%",21,"32%",67,"43%",38,"37%",90,"46%",92,"42%",97,"43%","2021-2022",2022
"1666","4","Kevon Harris",25.4,"ORL","Combo",430,49,"52.00%",28,"57%",6,"25%",1,"0%",2,"21%",0,"50%",29,"32%",65,"38%","2021-2022",2022
"1667","4","Tobias Harris",30.3,"PHI","Forward",2434,78,"57.60%",63,"68%",71,"45%",79,"47%",73,"46%",60,"41%",69,"38%",70,"39%","2021-2022",2022
"1668","4","Shaquille Harrison",29.1,"POR","Combo",113,10,"45.60%",6,"47%",39,"40%",80,"50%",60,"44%",0,"100%",0,"22%",0,"30%","2021-2022",2022
"1669","4","Josh Hart",27.7,"POR","Wing",1704,62,"55.20%",81,"70%",31,"36%",21,"26%",22,"34%",8,"31%",15,"30%",14,"30%","2021-2022",2022
"1670","4","Josh Hart",27.7,"NYK","Wing",741,98,"66.60%",93,"75%",16,"31%",35,"33%",12,"31%",100,"61%",96,"44%",99,"50%","2021-2022",2022
"1671","4","Isaiah Hartenstein",24.5,"NYK","Big",1597,33,"55.10%",19,"62%",79,"51%",35,"29%",76,"49%",35,"33%",0,"0%",8,"22%","2021-2022",2022
"1672","4","Sam Hauser",24.9,"BOS","Forward",1169,100,"64.00%",96,"83%",55,"42%",24,"25%",31,"35%",84,"44%",91,"42%",92,"42%","2021-2022",2022
"1673","4","Jaxson Hayes",22.4,"NOP","Big",523,59,"59.30%",70,"74%",52,"45%",65,"50%",56,"45%",0,"22%",0,"0%",0,"13%","2021-2022",2022
"1674","4","Killian Hayes",21.3,"DET","Point",2131,9,"42.80%",30,"56%",24,"39%",50,"43%",26,"40%",17,"24%",5,"30%",2,"28%","2021-2022",2022
"1675","4","Gordon Hayward",32.6,"CHA","Forward",1576,38,"52.20%",85,"73%",79,"47%",78,"47%",81,"47%",72,"42%",17,"30%",29,"33%","2021-2022",2022
"1676","4","Juan Hernangomez",27.1,"TOR","Forward",577,18,"49.10%",74,"70%",85,"50%",2,"0%",41,"38%",12,"30%",1,"22%",3,"25%","2021-2022",2022
"1677","4","Willy Hernangomez",28.4,"NOP","Big",375,24,"53.50%",24,"64%",12,"28%",11,"0%",4,"25%",0,"0%",0,"33%",0,"25%","2021-2022",2022
"1678","4","Tyler Herro",22.8,"MIA","Wing",2327,48,"53.50%",62,"65%",81,"47%",51,"40%",73,"44%",77,"45%",63,"37%",61,"38%","2021-2022",2022
"1679","4","Buddy Hield",29.9,"IND","Wing",2480,86,"60.00%",47,"63%",29,"36%",66,"42%",39,"39%",89,"48%",89,"42%",94,"43%","2021-2022",2022
"1680","4","Haywood Highsmith",25.9,"MIA","Big",914,15,"51.00%",31,"65%",21,"32%",33,"27%",15,"31%",41,"34%",47,"35%",45,"35%","2021-2022",2022
"1681","4","George Hill",36.5,"IND","Combo",158,100,"74.20%",99,"75%",79,"50%",1,"0%",31,"40%",0,"67%",0,"50%",100,"56%","2021-2022",2022
"1682","4","George Hill",36.5,"MIL","Combo",646,73,"55.00%",87,"70%",27,"36%",99,"82%",97,"56%",39,"37%",13,"28%",17,"32%","2021-2022",2022
"1683","4","Aaron Holiday",26.1,"ATL","Combo",802,28,"49.50%",30,"57%",10,"28%",27,"37%",11,"30%",0,"27%",94,"45%",88,"41%","2021-2022",2022
"1684","4","Jrue Holiday",32.4,"MIL","Point",2175,76,"55.60%",87,"69%",59,"46%",57,"44%",57,"45%",72,"44%",70,"38%",77,"39%","2021-2022",2022
"1685","4","Justin Holiday",33.6,"ATL","Forward",390,14,"48.70%",83,"72%",0,"0%",33,"29%",8,"24%",20,"31%",42,"34%",26,"33%","2021-2022",2022
"1686","4","Justin Holiday",33.6,"DAL","Wing",285,11,"46.10%",88,"73%",17,"33%",25,"29%",10,"30%",22,"35%",0,"13%",11,"29%","2021-2022",2022
"1687","4","Richaun Holmes",29,"SAC","Big",296,76,"62.70%",37,"67%",85,"54%",11,"0%",84,"52%",0,"0%",0,"67%",0,"67%","2021-2022",2022
"1688","4","Al Horford",36.4,"BOS","Big",1921,77,"62.70%",30,"65%",60,"47%",28,"25%",41,"42%",95,"49%",94,"42%",97,"45%","2021-2022",2022
"1689","4","Talen Horton-Tucker",21.9,"UTA","Wing",1270,12,"46.60%",17,"57%",46,"41%",45,"37%",46,"40%",39,"38%",7,"27%",10,"29%","2021-2022",2022
"1690","4","Danuel House",29.4,"PHI","Wing",745,75,"56.50%",84,"72%",75,"46%",78,"45%",78,"46%",15,"34%",36,"33%",35,"34%","2021-2022",2022
"1691","4","Caleb Houstan",19.8,"ORL","Forward",754,28,"50.60%",5,"50%",0,"0%",19,"22%",6,"20%",88,"46%",13,"29%",47,"36%","2021-2022",2022
"1692","4","Kevin Huerter",24.2,"SAC","Wing",2197,89,"60.60%",86,"72%",95,"55%",78,"45%",94,"52%",53,"40%",82,"41%",79,"40%","2021-2022",2022
"1693","4","DeAndre Hunter",24.9,"ATL","Forward",2125,39,"52.30%",22,"60%",70,"45%",93,"53%",88,"49%",49,"39%",27,"33%",43,"35%","2021-2022",2022
"1694","4","Nah'Shon Hyland",22.1,"LAC","Combo",243,35,"50.40%",8,"50%",6,"25%",96,"70%",31,"40%",0,"43%",53,"35%",52,"37%","2021-2022",2022
"1695","4","Nah'Shon Hyland",22.1,"DEN","Point",797,37,"50.70%",43,"60%",2,"27%",30,"38%",2,"29%",89,"50%",56,"37%",70,"38%","2021-2022",2022
"1696","4","Serge Ibaka",33.1,"MIL","Big",154,21,"52.20%",68,"73%",7,"25%",65,"50%",16,"31%",0,"50%",0,"33%",0,"36%","2021-2022",2022
"1697","4","Andre Iguodala",38.8,"GSW","Forward",111,24,"50.00%",100,"100%",100,"100%",0,"0%",100,"100%",0,"0%",0,"14%",0,"11%","2021-2022",2022
"1698","4","Joe Ingles",35.1,"MIL","Forward",1033,94,"60.50%",36,"64%",76,"47%",61,"40%",69,"45%",67,"42%",83,"41%",86,"41%","2021-2022",2022
"1699","4","Brandon Ingram",25.2,"NOP","Forward",1538,42,"52.40%",58,"67%",77,"47%",73,"45%",74,"46%",94,"50%",71,"38%",75,"40%","2021-2022",2022
"1700","4","Kyrie Irving",30.6,"BKN","Combo",1476,84,"57.10%",71,"66%",96,"54%",84,"51%",93,"53%",40,"38%",69,"38%",67,"38%","2021-2022",2022
"1701","4","Kyrie Irving",30.6,"DAL","Combo",762,91,"58.70%",97,"74%",90,"51%",72,"48%",88,"50%",17,"32%",83,"40%",76,"39%","2021-2022",2022
"1702","4","Jonathan Isaac",25.1,"ORL","Wing",124,16,"47.20%",5,"48%",17,"33%",53,"40%",26,"35%",0,"75%",0,"27%",0,"40%","2021-2022",2022
"1703","4","Jaden Ivey",20.7,"DET","Combo",2287,19,"48.20%",19,"55%",20,"34%",40,"41%",20,"37%",29,"34%",52,"35%",37,"35%","2021-2022",2022
"1704","4","Isaiah Jackson",20.8,"IND","Big",991,48,"57.30%",33,"66%",21,"32%",87,"60%",24,"36%",0,"50%",0,"0%",0,"10%","2021-2022",2022
"1705","4","Jaren Jackson",23.1,"MEM","Big",1776,44,"56.90%",33,"66%",65,"48%",57,"43%",67,"48%",32,"32%",63,"37%",59,"36%","2021-2022",2022
"1706","4","Quenton Jackson",24.1,"WAS","Combo",122,16,"47.20%",55,"63%",99,"63%",94,"67%",99,"64%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1707","4","Reggie Jackson",32.5,"LAC","Combo",1333,28,"49.50%",24,"56%",57,"45%",28,"38%",51,"42%",71,"43%",33,"33%",40,"35%","2021-2022",2022
"1708","4","Reggie Jackson",32.5,"DEN","Point",296,11,"44.40%",65,"64%",91,"52%",61,"44%",83,"49%",22,"27%",2,"24%",0,"25%","2021-2022",2022
"1709","4","LeBron James",37.8,"LAL","Big",1951,33,"55.30%",76,"75%",30,"38%",50,"39%",30,"38%",35,"33%",36,"33%",33,"33%","2021-2022",2022
"1710","4","Ty Jerome",25.3,"GSW","Combo",770,74,"55.20%",96,"73%",72,"48%",65,"47%",76,"48%",86,"48%",45,"34%",60,"38%","2021-2022",2022
"1711","4","Isaiah Joe",23.3,"OKC","Combo",1348,96,"60.60%",91,"70%",91,"52%",67,"47%",81,"49%",93,"48%",80,"40%",87,"41%","2021-2022",2022
"1712","4","Cameron Johnson",26.7,"PHX","Forward",429,93,"60.40%",64,"68%",19,"31%",36,"30%",19,"31%",91,"47%",98,"45%",99,"45%","2021-2022",2022
"1713","4","Cameron Johnson",26.7,"BKN","Forward",770,68,"56.90%",65,"69%",50,"41%",94,"54%",83,"47%",62,"41%",45,"35%",59,"37%","2021-2022",2022
"1714","4","Jalen Johnson",20.9,"ATL","Forward",1004,60,"55.20%",51,"66%",69,"45%",38,"31%",58,"42%",16,"30%",38,"34%",24,"32%","2021-2022",2022
"1715","4","James Johnson",35.7,"IND","Big",134,5,"47.30%",27,"65%",44,"43%",92,"67%",77,"50%",0,"14%",0,"0%",0,"10%","2021-2022",2022
"1716","4","Keldon Johnson",22.9,"SAS","Wing",2062,36,"51.50%",39,"62%",52,"41%",44,"36%",50,"41%",33,"37%",32,"32%",31,"34%","2021-2022",2022
"1717","4","Keon Johnson",20.6,"POR","Combo",304,12,"46.40%",62,"63%",3,"21%",15,"30%",3,"23%",4,"25%",87,"42%",46,"36%","2021-2022",2022
"1718","4","Stanley Johnson",26.4,"SAS","Big",424,74,"61.80%",41,"68%",37,"41%",65,"50%",43,"43%",0,"60%",92,"41%",99,"49%","2021-2022",2022
"1719","4","Nikola Jokic",27.7,"DEN","Big",2319,92,"66.40%",75,"74%",98,"62%",83,"55%",97,"61%",0,"17%",87,"40%",82,"39%","2021-2022",2022
"1720","4","Damian Jones",27.3,"LAL","Big",140,8,"48.30%",7,"57%",7,"25%",0,"0%",4,"25%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1721","4","Damian Jones",27.3,"UTA","Big",285,100,"84.50%",50,"70%",99,"100%",0,"0%",99,"100%",0,"80%",0,"100%",0,"82%","2021-2022",2022
"1722","4","Herbert Jones",24.1,"NOP","Forward",1948,44,"52.80%",37,"64%",24,"32%",17,"19%",16,"30%",33,"34%",34,"33%",35,"34%","2021-2022",2022
"1723","4","Kai Jones",21.8,"CHA","Big",468,30,"54.50%",95,"81%",19,"31%",11,"0%",7,"26%",0,"14%",0,"13%",0,"13%","2021-2022",2022
"1724","4","Tre Jones",22.8,"SAS","Point",1981,28,"49.00%",59,"63%",30,"41%",59,"44%",37,"42%",11,"24%",16,"31%",7,"29%","2021-2022",2022
"1725","4","Tyus Jones",26.5,"MEM","Combo",1918,56,"52.90%",25,"56%",76,"49%",62,"46%",83,"49%",99,"54%",35,"33%",58,"38%","2021-2022",2022
"1726","4","Derrick Jones Jr.",25.7,"CHI","Big",845,38,"56.00%",25,"64%",5,"24%",96,"100%",10,"28%",44,"35%",13,"28%",31,"32%","2021-2022",2022
"1727","4","DeAndre Jordan",34.3,"DEN","Big",568,99,"76.80%",96,"82%",4,"22%",65,"50%",9,"27%",0,"0%",0,"100%",0,"100%","2021-2022",2022
"1728","4","Cory Joseph",31.2,"DET","Combo",1184,57,"53.30%",43,"59%",48,"42%",24,"36%",35,"41%",51,"39%",82,"40%",80,"40%","2021-2022",2022
"1729","4","Nikola Jovic",19.4,"MIA","Big",192,4,"45.50%",88,"78%",18,"30%",65,"50%",27,"38%",0,"20%",3,"22%",6,"21%","2021-2022",2022
"1730","4","Johnny Juzang",21.6,"UTA","Wing",216,2,"42.30%",99,"86%",80,"47%",53,"40%",71,"43%",0,"27%",3,"23%",3,"24%","2021-2022",2022
"1731","4","Frank Kaminsky",29.6,"ATL","Big",132,93,"69.10%",98,"88%",92,"56%",96,"100%",96,"60%",0,"0%",0,"47%",95,"44%","2021-2022",2022
"1732","4","Luke Kennard",26.4,"LAC","Wing",720,91,"61.00%",7,"50%",93,"55%",67,"42%",86,"49%",95,"52%",95,"44%",98,"45%","2021-2022",2022
"1733","4","Luke Kennard",26.4,"MEM","Combo",566,99,"71.40%",8,"50%",65,"46%",80,"50%",79,"48%",79,"43%",99,"54%",99,"52%","2021-2022",2022
"1734","4","Walker Kessler",21.3,"UTA","Big",1693,95,"72.00%",84,"77%",66,"48%",41,"33%",64,"47%",0,"50%",0,"0%",0,"33%","2021-2022",2022
"1735","4","Corey Kispert",23.7,"WAS","Wing",2066,96,"63.50%",90,"74%",83,"50%",25,"29%",79,"46%",86,"48%",85,"41%",92,"43%","2021-2022",2022
"1736","4","Maxi Kleber",30.8,"DAL","Big",923,48,"57.20%",55,"70%",71,"50%",85,"57%",90,"54%",16,"26%",81,"39%",46,"35%","2021-2022",2022
"1737","4","Nathan Knight",25.1,"MIN","Big",236,64,"60.20%",59,"71%",18,"30%",0,"0%",12,"30%",0,"33%",0,"38%",64,"37%","2021-2022",2022
"1738","4","Kevin Knox",23.2,"POR","Forward",305,47,"53.40%",41,"64%",47,"40%",74,"45%",60,"42%",11,"29%",46,"35%",31,"33%","2021-2022",2022
"1739","4","Kevin Knox",23.2,"DET","Forward",556,85,"58.60%",91,"76%",59,"43%",83,"50%",68,"44%",43,"37%",73,"39%",61,"38%","2021-2022",2022
"1740","4","Christian Koloko",22.4,"TOR","Big",766,11,"49.60%",9,"58%",20,"32%",11,"0%",15,"31%",0,"20%",0,"0%",0,"11%","2021-2022",2022
"1741","4","John Konchar",26.6,"MEM","Wing",1445,39,"52.30%",64,"65%",4,"22%",15,"14%",3,"21%",23,"35%",27,"32%",33,"34%","2021-2022",2022
"1742","4","Furkan Korkmaz",25.3,"PHI","Wing",280,17,"48.20%",41,"63%",4,"22%",25,"29%",6,"24%",0,"36%",64,"38%",54,"37%","2021-2022",2022
"1743","4","Luke Kornet",27.3,"BOS","Big",698,88,"65.70%",61,"72%",93,"57%",11,"0%",92,"55%",0,"17%",0,"25%",0,"20%","2021-2022",2022
"1744","4","Vit Krejci",22.4,"ATL","Forward",104,0,"28.90%",5,"50%",0,"0%",99,"100%",91,"50%",0,"0%",0,"10%",0,"9%","2021-2022",2022
"1745","4","Jonathan Kuminga",20.1,"GSW","Forward",1308,79,"57.60%",70,"69%",58,"43%",61,"40%",59,"42%",63,"41%",30,"33%",55,"37%","2021-2022",2022
"1746","4","Kyle Kuzma",27.3,"WAS","Forward",2238,40,"52.30%",71,"70%",64,"43%",40,"33%",57,"41%",55,"40%",25,"32%",39,"34%","2021-2022",2022
"1747","4","Jake LaRavia",21,"MEM","Forward",325,83,"58.10%",4,"47%",99,"75%",0,"0%",98,"75%",0,"56%",64,"37%",79,"40%","2021-2022",2022
"1748","4","Zach LaVine",27.6,"CHI","Wing",2768,70,"55.80%",73,"68%",56,"42%",73,"42%",61,"42%",84,"47%",56,"36%",57,"37%","2021-2022",2022
"1749","4","Anthony Lamb",24.8,"GSW","Big",1109,56,"58.40%",86,"77%",79,"51%",48,"38%",75,"49%",48,"35%",76,"38%",64,"37%","2021-2022",2022
"1750","4","Jock Landale",27,"PHX","Big",911,47,"57.00%",58,"71%",80,"51%",33,"27%",71,"48%",0,"33%",10,"26%",13,"27%","2021-2022",2022
"1751","4","Romeo Langford",23,"SAS","Wing",815,29,"51.00%",76,"68%",62,"44%",31,"31%",57,"42%",10,"32%",0,"21%",9,"28%","2021-2022",2022
"1752","4","Caris LeVert",28.2,"CLE","Wing",2206,33,"51.30%",34,"61%",23,"34%",23,"28%",17,"33%",60,"41%",65,"38%",63,"38%","2021-2022",2022
"1753","4","Damion Lee",30,"PHX","Wing",1420,77,"57.00%",13,"53%",44,"41%",43,"36%",36,"39%",97,"53%",78,"40%",97,"45%","2021-2022",2022
"1754","4","Saben Lee",23.4,"PHX","Combo",318,26,"49.00%",4,"46%",54,"44%",7,"20%",21,"38%",0,"50%",71,"39%",89,"42%","2021-2022",2022
"1755","4","Alex Len",29.4,"SAC","Big",132,12,"50.00%",20,"63%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1756","4","Kawhi Leonard",31.3,"LAC","Forward",1745,76,"57.30%",52,"66%",94,"54%",80,"48%",94,"51%",100,"53%",74,"39%",91,"42%","2021-2022",2022
