"","rownum","Player","Age","Team","Pos","MIN","eFG..Rank","eFG.","Rim.Rank","Rim","Short.Mid.Rank","Short.Mid","Long.Mid.Rank","Long.Mid","All.Mid.Rank","All.Mid","Corner.Three.Rank","Corner.Three","Non.Corner.Rank","Non.Corner","All.Three.Rank","All.Three","Season","Second.year"
"1445","3","Nikola Vucevic",30,"ORL","Big",1500,41,"54.40%",54,"68%",72,"47%",77,"45%",74,"47%",0,"40%",82,"40%",85,"40%","2020-2021",2021
"1446","3","Dean Wade",23.9,"CLE","Forward",1126,82,"57.80%",50,"63%",98,"62%",54,"40%",97,"52%",93,"51%",33,"34%",60,"38%","2020-2021",2021
"1447","3","Moritz Wagner",23.5,"WAS","Big",354,46,"55.10%",70,"71%",66,"47%",81,"50%",76,"47%",0,"25%",29,"30%",24,"29%","2020-2021",2021
"1448","3","Moritz Wagner",23.5,"ORL","Big",277,12,"48.90%",11,"57%",4,"15%",5,"0%",4,"14%",0,"20%",85,"41%",54,"36%","2020-2021",2021
"1449","3","Kemba Walker",30.5,"BOS","Point",1364,61,"51.90%",93,"69%",25,"36%",34,"38%",30,"37%",52,"36%",53,"37%",57,"37%","2020-2021",2021
"1450","3","Lonnie Walker",21.9,"SAS","Wing",1499,41,"51.10%",31,"58%",61,"40%",47,"37%",55,"38%",32,"34%",62,"37%",57,"37%","2020-2021",2021
"1451","3","John Wall",30.2,"HOU","Combo",1282,14,"45.90%",31,"56%",34,"37%",21,"31%",17,"33%",35,"39%",19,"31%",18,"32%","2020-2021",2021
"1452","3","Brad Wanamaker",31.3,"GSW","Combo",552,2,"38.20%",25,"54%",6,"20%",40,"38%",9,"27%",0,"25%",4,"22%",4,"23%","2020-2021",2021
"1453","3","Brad Wanamaker",31.3,"CHA","Combo",416,9,"44.50%",52,"60%",66,"44%",22,"31%",41,"40%",0,"0%",0,"10%",0,"10%","2020-2021",2021
"1454","3","TJ Warren",27.2,"IND","Forward",117,46,"52.90%",98,"83%",86,"50%",62,"43%",79,"46%",0,"0%",0,"0%",0,"0%","2020-2021",2021
"1455","3","PJ Washington",22.2,"CHA","Big",1950,28,"52.30%",7,"54%",39,"41%",29,"25%",36,"39%",67,"42%",67,"38%",75,"39%","2020-2021",2021
"1456","3","Yuta Watanabe",26.1,"TOR","Forward",691,52,"53.50%",42,"61%",43,"36%",41,"33%",41,"36%",13,"28%",100,"48%",61,"38%","2020-2021",2021
"1457","3","Tremont Waters",22.8,"BOS","Point",163,20,"47.40%",5,"36%",48,"40%",45,"40%",48,"40%",0,"0%",93,"43%",71,"38%","2020-2021",2021
"1458","3","Paul Watson",25.8,"TOR","Forward",264,88,"59.40%",7,"50%",10,"17%",0,"0%",6,"17%",81,"45%",93,"43%",92,"44%","2020-2021",2021
"1459","3","Russell Westbrook",32,"WAS","Point",2361,23,"47.40%",73,"64%",52,"40%",39,"39%",43,"39%",69,"41%",13,"30%",12,"31%","2020-2021",2021
"1460","3","Coby White",20.7,"CHI","Point",2146,52,"51.00%",20,"52%",59,"42%",57,"43%",64,"43%",97,"48%",35,"34%",52,"36%","2020-2021",2021
"1461","3","Derrick White",26.3,"SAS","Wing",1062,38,"50.40%",41,"60%",76,"44%",24,"25%",64,"40%",77,"48%",24,"32%",38,"35%","2020-2021",2021
"1462","3","Hassan Whiteside",31.4,"SAC","Big",544,49,"55.90%",41,"66%",71,"47%",91,"56%",83,"48%",0,"0%",0,"0%",0,"0%","2020-2021",2021
"1463","3","Andrew Wiggins",25.7,"GSW","Forward",2356,61,"54.60%",72,"67%",73,"45%",52,"40%",64,"42%",68,"43%",56,"37%",62,"38%","2020-2021",2021
"1464","3","Grant Williams",21.9,"BOS","Big",1094,38,"54.20%",26,"62%",38,"41%",49,"33%",38,"40%",80,"44%",43,"33%",69,"38%","2020-2021",2021
"1465","3","Kenrich Williams",25.9,"OKC","Forward",1384,90,"59.60%",70,"67%",81,"48%",59,"40%",74,"45%",99,"57%",63,"37%",95,"45%","2020-2021",2021
"1466","3","Lou Williams",34,"ATL","Combo",493,8,"44.50%",5,"41%",26,"35%",38,"37%",25,"35%",0,"38%",100,"49%",96,"46%","2020-2021",2021
"1467","3","Lou Williams",34,"LAC","Combo",908,23,"47.40%",72,"64%",41,"39%",32,"36%",31,"37%",42,"41%",57,"37%",57,"39%","2020-2021",2021
"1468","3","Patrick Williams",19.2,"CHI","Forward",1956,51,"53.50%",59,"65%",48,"37%",72,"46%",58,"41%",70,"43%",52,"36%",69,"39%","2020-2021",2021
"1469","3","Robert Williams",23,"BOS","Big",966,99,"72.60%",96,"78%",98,"64%",47,"31%",94,"56%",0,"0%",0,"0%",0,"0%","2020-2021",2021
"1470","3","Zion Williamson",20.3,"NOP","Big",2015,80,"61.70%",50,"67%",46,"42%",49,"33%",51,"42%",0,"100%",20,"28%",29,"30%","2020-2021",2021
"1471","3","D.J. Wilson",24.7,"HOU","Big",286,15,"49.50%",6,"54%",21,"36%",46,"31%",18,"33%",0,"21%",95,"44%",67,"38%","2020-2021",2021
"1472","3","Dylan Windler",24.1,"CLE","Wing",464,39,"50.90%",26,"56%",78,"45%",5,"0%",71,"42%",13,"28%",68,"38%",26,"33%","2020-2021",2021
"1473","3","Justise Winslow",24.6,"MEM","Forward",491,1,"37.40%",19,"55%",40,"35%",26,"24%",27,"32%",1,"21%",3,"18%",2,"19%","2020-2021",2021
"1474","3","James Wiseman",19.6,"GSW","Big",768,33,"53.10%",87,"76%",16,"32%",44,"30%",16,"32%",0,"25%",22,"29%",19,"28%","2020-2021",2021
"1475","3","Christian Wood",25.1,"HOU","Big",1323,56,"57.50%",88,"76%",24,"37%",48,"32%",24,"35%",73,"42%",60,"37%",68,"38%","2020-2021",2021
"1476","3","Delon Wright",28.5,"SAC","Combo",691,64,"54.00%",45,"58%",63,"43%",25,"33%",59,"43%",30,"38%",85,"42%",81,"41%","2020-2021",2021
"1477","3","Delon Wright",28.5,"DET","Combo",1050,52,"52.20%",74,"64%",16,"27%",80,"50%",11,"30%",19,"33%",49,"36%",37,"36%","2020-2021",2021
"1478","3","Thaddeus Young",32.4,"CHI","Big",1649,54,"56.90%",45,"66%",76,"48%",39,"29%",76,"47%",31,"32%",9,"25%",20,"29%","2020-2021",2021
"1479","3","Trae Young",22.1,"ATL","Point",2120,41,"49.50%",48,"56%",77,"47%",59,"44%",77,"46%",62,"39%",28,"33%",26,"33%","2020-2021",2021
"1480","3","Cody Zeller",28.1,"CHA","Big",992,52,"56.40%",38,"65%",26,"38%",93,"60%",38,"39%",0,"0%",2,"18%",1,"15%","2020-2021",2021
"1481","3","Ivica Zubac",23.6,"LAC","Big",1578,93,"66.50%",66,"70%",83,"52%",49,"33%",84,"50%",0,"0%",0,"100%",0,"100%","2020-2021",2021
"1482","4","Precious Achiuwa",23.1,"TOR","Big",1113,22,"52.40%",62,"72%",21,"32%",27,"22%",16,"32%",11,"26%",26,"30%",17,"28%","2021-2022",2022
"1483","4","Steven Adams",29.3,"MEM","Big",1132,62,"59.70%",21,"63%",78,"51%",11,"0%",77,"50%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1484","4","Bam Adebayo",25.3,"MIA","Big",2594,28,"54.30%",39,"68%",64,"47%",61,"45%",65,"47%",0,"0%",0,"11%",0,"11%","2021-2022",2022
"1485","4","Ochai Agbaji",22.5,"UTA","Combo",1159,67,"54.40%",22,"56%",79,"50%",56,"44%",85,"49%",89,"48%",14,"29%",55,"37%","2021-2022",2022
"1486","4","Santi Aldama",21.8,"MEM","Big",1625,42,"56.50%",40,"68%",48,"44%",50,"38%",48,"44%",56,"36%",51,"36%",58,"36%","2021-2022",2022
"1487","4","Nickeil Alexander-Walker",24.2,"MIN","Wing",353,27,"50.40%",10,"52%",37,"38%",28,"30%",23,"35%",70,"42%",40,"34%",54,"37%","2021-2022",2022
"1488","4","Nickeil Alexander-Walker",24.2,"UTA","Combo",486,93,"59.20%",85,"70%",45,"41%",91,"57%",72,"46%",31,"35%",92,"44%",85,"41%","2021-2022",2022
"1489","4","Grayson Allen",27.1,"MIL","Wing",1968,79,"57.30%",45,"63%",24,"34%",7,"0%",13,"32%",85,"47%",69,"38%",73,"40%","2021-2022",2022
"1490","4","Jarrett Allen",24.5,"CLE","Big",2212,85,"64.70%",79,"75%",68,"49%",39,"32%",62,"46%",0,"0%",0,"33%",0,"10%","2021-2022",2022
"1491","4","Jose Alvarado",24.6,"NOP","Point",1285,35,"50.00%",65,"64%",11,"36%",7,"8%",7,"33%",61,"39%",23,"32%",35,"34%","2021-2022",2022
"1492","4","Kyle Anderson",29.1,"MIN","Forward",1954,59,"55.10%",24,"60%",92,"52%",20,"23%",90,"49%",85,"44%",66,"38%",84,"41%","2021-2022",2022
"1493","4","Giannis Antetokounmpo",27.9,"MIL","Big",2021,47,"57.20%",76,"75%",12,"28%",47,"37%",18,"32%",0,"20%",15,"28%",16,"28%","2021-2022",2022
"1494","4","Thanasis Antetokounmpo",30.3,"MIL","Big",113,1,"40.60%",4,"53%",71,"50%",11,"0%",43,"43%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1495","4","Cole Anthony",22.5,"ORL","Point",1524,52,"51.80%",50,"60%",70,"47%",63,"44%",67,"46%",53,"37%",58,"37%",51,"37%","2021-2022",2022
"1496","4","OG Anunoby",25.3,"TOR","Wing",2385,67,"55.70%",61,"65%",32,"37%",76,"44%",38,"39%",79,"45%",39,"34%",67,"39%","2021-2022",2022
"1497","4","Ryan Arcidiacono",28.6,"POR","Point",127,0,"34.50%",0,"0%",0,"14%",0,"0%",0,"9%",0,"0%",49,"35%",42,"35%","2021-2022",2022
"1498","4","Deni Avdija",21.8,"WAS","Forward",1998,22,"49.40%",53,"67%",22,"32%",23,"24%",20,"31%",34,"34%",10,"29%",17,"30%","2021-2022",2022
"1499","4","Deandre Ayton",24.3,"PHX","Big",2033,59,"59.30%",91,"79%",67,"48%",65,"48%",70,"48%",0,"0%",17,"29%",19,"29%","2021-2022",2022
"1500","4","Udoka Azubuike",23.1,"UTA","Big",309,99,"83.60%",99,"93%",84,"53%",0,"0%",89,"53%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1501","4","Marvin Bagley",23.6,"DET","Big",978,35,"55.70%",63,"72%",63,"47%",52,"40%",61,"46%",29,"32%",16,"29%",23,"30%","2021-2022",2022
"1502","4","Patrick Baldwin Jr.",20,"GSW","Forward",156,90,"59.90%",98,"86%",7,"14%",83,"50%",7,"22%",0,"42%",89,"42%",90,"42%","2021-2022",2022
"1503","4","LaMelo Ball",21.2,"CHA","Point",1267,43,"51.30%",22,"54%",13,"37%",33,"39%",17,"37%",50,"36%",74,"38%",65,"38%","2021-2022",2022
"1504","4","Mohamed Bamba",24.5,"ORL","Big",658,62,"59.50%",35,"67%",7,"25%",62,"45%",19,"33%",0,"38%",93,"41%",89,"41%","2021-2022",2022
"1505","4","Paolo Banchero",20,"ORL","Forward",2428,10,"46.50%",30,"62%",28,"35%",58,"39%",35,"36%",29,"33%",15,"30%",15,"30%","2021-2022",2022
"1506","4","Desmond Bane",24.4,"MEM","Wing",1837,78,"57.00%",37,"62%",70,"45%",88,"50%",80,"46%",93,"50%",76,"39%",83,"41%","2021-2022",2022
"1507","4","Dalano Banton",23,"TOR","Combo",229,22,"48.50%",100,"78%",4,"23%",4,"14%",1,"21%",0,"27%",8,"27%",6,"27%","2021-2022",2022
"1508","4","Dominick Barlow",19.4,"SAS","Big",340,26,"53.60%",29,"65%",5,"24%",87,"60%",18,"32%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1509","4","Harrison Barnes",30.4,"SAC","Forward",2658,62,"55.60%",53,"67%",46,"40%",51,"36%",48,"39%",52,"39%",60,"36%",60,"37%","2021-2022",2022
"1510","4","Scottie Barnes",21.3,"TOR","Forward",2668,20,"49.20%",48,"66%",51,"41%",50,"35%",47,"39%",27,"33%",7,"27%",11,"29%","2021-2022",2022
"1511","4","RJ Barrett",22.4,"NYK","Wing",2474,18,"48.70%",24,"59%",42,"39%",23,"28%",35,"38%",13,"33%",20,"30%",17,"31%","2021-2022",2022
"1512","4","Will Barton",31.8,"WAS","Wing",767,21,"49.10%",11,"52%",11,"29%",53,"40%",17,"33%",93,"50%",74,"39%",82,"41%","2021-2022",2022
"1513","4","Will Barton",31.8,"TOR","Combo",201,8,"45.30%",16,"54%",46,"42%",3,"10%",7,"27%",0,"63%",12,"28%",36,"35%","2021-2022",2022
"1514","4","Charles Bassey",22,"SAS","Big",438,81,"63.30%",67,"73%",61,"47%",92,"67%",77,"50%",0,"0%",0,"25%",0,"20%","2021-2022",2022
"1515","4","Keita Bates-Diop",26.8,"SAS","Forward",1410,72,"57.10%",66,"69%",44,"39%",2,"0%",39,"37%",41,"36%",93,"43%",78,"40%","2021-2022",2022
"1516","4","Nicolas Batum",33.9,"LAC","Forward",1699,82,"58.10%",35,"64%",35,"38%",40,"33%",33,"35%",76,"43%",54,"36%",69,"39%","2021-2022",2022
"1517","4","Darius Bazley",22.4,"OKC","Big",530,9,"49.00%",3,"52%",23,"33%",35,"29%",19,"32%",94,"47%",13,"28%",55,"36%","2021-2022",2022
"1518","4","Bradley Beal",29.3,"WAS","Combo",1672,76,"55.30%",94,"72%",52,"43%",79,"49%",69,"46%",44,"38%",59,"36%",50,"37%","2021-2022",2022
"1519","4","Malik Beasley",25.9,"UTA","Wing",1465,40,"52.70%",60,"65%",79,"47%",74,"42%",75,"45%",36,"37%",59,"36%",49,"36%","2021-2022",2022
"1520","4","Malik Beasley",25.9,"LAL","Wing",611,32,"51.20%",98,"83%",86,"51%",16,"15%",40,"39%",25,"36%",45,"35%",40,"35%","2021-2022",2022
"1521","4","MarJon Beauchamp",21.1,"MIL","Wing",588,14,"46.90%",21,"58%",8,"25%",19,"24%",7,"24%",25,"36%",15,"30%",26,"33%","2021-2022",2022
"1522","4","Davis Bertans",30,"DAL","Big",457,82,"63.60%",85,"77%",99,"100%",96,"100%",99,"100%",97,"50%",70,"38%",88,"41%","2021-2022",2022
"1523","4","Patrick Beverley",34.3,"LAL","Combo",1210,48,"51.90%",38,"59%",47,"42%",97,"75%",64,"45%",47,"39%",34,"33%",38,"35%","2021-2022",2022
"1524","4","Patrick Beverley",34.3,"CHI","Point",605,41,"50.90%",50,"60%",96,"53%",100,"100%",100,"56%",28,"28%",44,"34%",16,"32%","2021-2022",2022
"1525","4","Saddiq Bey",23.6,"ATL","Forward",626,84,"58.60%",50,"66%",41,"38%",32,"27%",32,"35%",74,"42%",75,"39%",83,"41%","2021-2022",2022
"1526","4","Saddiq Bey",23.6,"DET","Forward",1487,23,"49.70%",17,"58%",33,"36%",22,"23%",22,"32%",71,"42%",33,"33%",52,"36%","2021-2022",2022
"1527","4","Khem Birch",30.1,"TOR","Big",155,68,"60.90%",92,"80%",59,"46%",11,"0%",35,"40%",0,"50%",0,"0%",0,"50%","2021-2022",2022
"1528","4","Goga Bitadze",23.3,"ORL","Big",244,53,"58.00%",92,"79%",25,"35%",0,"0%",23,"35%",0,"0%",0,"18%",0,"18%","2021-2022",2022
"1529","4","Goga Bitadze",23.3,"IND","Big",176,12,"50.00%",24,"64%",7,"25%",11,"0%",2,"17%",0,"0%",0,"25%",0,"25%","2021-2022",2022
"1530","4","Bismack Biyombo",30.2,"PHX","Big",822,55,"58.00%",74,"74%",35,"40%",0,"0%",37,"40%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1531","4","Bogdan Bogdanovic",30.2,"ATL","Wing",1503,76,"56.60%",30,"61%",85,"50%",65,"41%",82,"47%",53,"40%",81,"40%",76,"40%","2021-2022",2022
"1532","4","Bojan Bogdanovic",33.5,"DET","Forward",1892,70,"57.00%",53,"67%",93,"52%",64,"41%",87,"48%",77,"43%",79,"40%",85,"41%","2021-2022",2022
"1533","4","Bol Bol",23,"ORL","Big",1489,54,"58.00%",98,"83%",64,"47%",40,"33%",50,"44%",2,"18%",23,"30%",14,"27%","2021-2022",2022
"1534","4","Devin Booker",26,"PHX","Wing",1828,59,"54.70%",74,"68%",87,"51%",87,"50%",92,"51%",33,"37%",48,"35%",43,"35%","2021-2022",2022
"1535","4","Brandon Boston Jr.",20.9,"LAC","Wing",184,7,"44.60%",26,"59%",17,"33%",33,"32%",16,"33%",0,"0%",0,"47%",50,"37%","2021-2022",2022
"1536","4","Chris Boucher",29.8,"TOR","Big",1493,37,"55.80%",25,"64%",35,"41%",89,"61%",53,"45%",54,"36%",28,"31%",41,"34%","2021-2022",2022
"1537","4","James Bouknight",22.1,"CHA","Combo",450,4,"44.60%",48,"61%",9,"26%",24,"36%",9,"29%",10,"29%",18,"30%",10,"30%","2021-2022",2022
"1538","4","Malaki Branham",19.5,"SAS","Combo",1433,34,"50.10%",52,"61%",88,"51%",73,"48%",87,"50%",46,"38%",11,"27%",11,"30%","2021-2022",2022
"1539","4","Christian Braun",21.5,"DEN","Combo",1062,90,"58.20%",83,"69%",25,"35%",20,"33%",17,"35%",77,"43%",36,"33%",60,"38%","2021-2022",2022
"1540","4","Mikal Bridges",26.2,"PHX","Wing",2035,43,"52.90%",77,"68%",68,"45%",42,"35%",54,"41%",83,"46%",27,"32%",65,"39%","2021-2022",2022
"1541","4","Mikal Bridges",26.2,"BKN","Wing",922,54,"54.40%",69,"67%",82,"47%",88,"50%",83,"48%",64,"42%",51,"35%",60,"38%","2021-2022",2022
"1542","4","Oshae Brissett",24.4,"IND","Forward",1034,9,"46.30%",8,"51%",15,"30%",2,"0%",9,"24%",7,"27%",34,"33%",21,"31%","2021-2022",2022
"1543","4","Malcolm Brogdon",29.9,"BOS","Combo",1731,88,"57.50%",27,"56%",62,"46%",65,"47%",67,"46%",74,"43%",98,"45%",96,"45%","2021-2022",2022
"1544","4","Dillon Brooks",26.8,"MEM","Wing",2209,15,"46.90%",23,"58%",49,"41%",29,"30%",33,"38%",16,"34%",33,"32%",27,"33%","2021-2022",2022
"1545","4","Bruce Brown",26.2,"DEN","Wing",2234,61,"55.20%",87,"73%",30,"36%",30,"30%",24,"35%",40,"38%",52,"35%",48,"36%","2021-2022",2022
"1546","4","Jaylen Brown",26,"BOS","Wing",2400,60,"55.10%",82,"71%",69,"45%",83,"47%",77,"46%",6,"29%",42,"34%",29,"33%","2021-2022",2022
"1547","4","Moses Brown",23.1,"LAC","Big",212,60,"59.40%",13,"61%",71,"50%",0,"0%",77,"50%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1548","4","Troy Brown",23.3,"LAL","Forward",1844,57,"54.60%",34,"63%",14,"29%",53,"37%",21,"32%",57,"40%",63,"37%",68,"38%","2021-2022",2022
"1549","4","Jalen Brunson",26.2,"NYK","Point",2375,72,"54.80%",46,"60%",78,"49%",83,"48%",85,"49%",83,"46%",88,"41%",93,"42%","2021-2022",2022
"1550","4","Thomas Bryant",25.3,"DEN","Big",168,10,"49.10%",30,"65%",10,"27%",48,"38%",13,"30%",0,"0%",0,"33%",0,"33%","2021-2022",2022
"1551","4","Thomas Bryant",25.3,"LAL","Big",858,94,"69.40%",93,"80%",86,"54%",65,"50%",85,"53%",0,"43%",99,"46%",98,"45%","2021-2022",2022
"1552","4","Reggie Bullock",31.6,"DAL","Forward",2351,71,"57.10%",77,"70%",59,"43%",31,"27%",29,"34%",82,"44%",26,"32%",64,"38%","2021-2022",2022
"1553","4","Alec Burks",31.3,"DET","Wing",1122,56,"54.50%",18,"57%",71,"45%",49,"39%",63,"42%",92,"49%",77,"39%",90,"42%","2021-2022",2022
"1554","4","Jimmy Butler",33.1,"MIA","Forward",2138,66,"56.10%",59,"68%",84,"49%",59,"39%",82,"47%",32,"34%",70,"38%",48,"36%","2021-2022",2022
"1555","4","John Butler",19.9,"POR","Big",170,0,"36.40%",8,"57%",71,"50%",28,"25%",27,"38%",0,"25%",2,"20%",5,"21%","2021-2022",2022
"1556","4","Jamal Cain",23.6,"MIA","Forward",220,81,"57.80%",76,"70%",85,"50%",2,"0%",78,"47%",0,"27%",0,"40%",19,"31%","2021-2022",2022
"1557","4","Kentavious Caldwell-Pope",29.7,"DEN","Combo",2375,87,"57.30%",60,"63%",33,"39%",55,"44%",54,"42%",63,"41%",93,"44%",92,"43%","2021-2022",2022
"1558","4","Vlatko Cancar",25.6,"DEN","Big",804,39,"56.20%",45,"69%",28,"37%",92,"67%",32,"39%",78,"43%",35,"32%",61,"36%","2021-2022",2022
"1559","4","Clint Capela",28.5,"ATL","Big",1730,87,"65.40%",49,"70%",45,"43%",65,"50%",48,"43%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1560","4","Jevon Carter",27.1,"MIL","Combo",1753,82,"55.90%",11,"51%",16,"32%",53,"44%",30,"40%",73,"43%",90,"43%",93,"43%","2021-2022",2022
"1561","4","Wendell Carter",23.5,"ORL","Big",1684,58,"59.00%",90,"78%",50,"45%",52,"40%",42,"43%",83,"44%",38,"33%",52,"35%","2021-2022",2022
"1562","4","Alex Caruso",28.7,"CHI","Combo",1572,75,"55.30%",87,"70%",2,"21%",33,"40%",4,"25%",59,"40%",41,"34%",54,"37%","2021-2022",2022
"1563","4","Julian Champagnie",21.3,"SAS","Forward",276,91,"59.90%",14,"54%",85,"50%",97,"60%",95,"53%",93,"47%",82,"41%",93,"42%","2021-2022",2022
"1564","4","Kennedy Chandler",20.1,"MEM","Point",162,20,"46.80%",85,"69%",65,"47%",0,"0%",41,"42%",0,"0%",0,"17%",0,"17%","2021-2022",2022
"1565","4","Max Christie",19.7,"LAL","Wing",459,73,"56.30%",7,"50%",97,"60%",35,"33%",76,"45%",53,"40%",93,"43%",86,"41%","2021-2022",2022
"1566","4","Josh Christopher",20.9,"HOU","Combo",682,17,"47.50%",81,"68%",67,"46%",56,"44%",70,"46%",3,"24%",1,"19%",0,"20%","2021-2022",2022
"1567","4","Brandon Clarke",26.1,"MEM","Big",1066,88,"65.40%",88,"78%",76,"50%",84,"56%",83,"51%",0,"17%",0,"0%",0,"17%","2021-2022",2022
"1568","4","Jordan Clarkson",30.4,"UTA","Combo",1987,52,"52.30%",57,"63%",75,"49%",75,"49%",84,"49%",56,"40%",37,"33%",30,"34%","2021-2022",2022
"1569","4","Nicolas Claxton",23.5,"BKN","Big",2270,95,"70.50%",87,"78%",69,"49%",28,"25%",72,"49%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1570","4","Amir Coffey",25.4,"LAC","Wing",515,3,"43.60%",20,"58%",51,"41%",18,"22%",34,"38%",1,"21%",25,"31%",5,"26%","2021-2022",2022
"1571","4","John Collins",25.1,"ATL","Big",2129,36,"55.70%",79,"76%",57,"46%",65,"50%",64,"47%",22,"29%",19,"29%",19,"29%","2021-2022",2022
"1572","4","Zach Collins",25,"SAS","Big",1434,45,"56.90%",34,"66%",68,"49%",56,"43%",67,"48%",0,"22%",83,"39%",75,"38%","2021-2022",2022
"1573","4","Mike Conley",35.1,"MIN","Point",752,96,"58.50%",80,"68%",28,"40%",98,"80%",65,"46%",92,"52%",84,"40%",95,"42%","2021-2022",2022
"1574","4","Mike Conley",35.1,"UTA","Point",1274,54,"51.80%",15,"53%",50,"44%",72,"45%",54,"44%",100,"59%",33,"33%",53,"37%","2021-2022",2022
"1575","4","Pat Connaughton",29.8,"MIL","Wing",1402,38,"52.10%",38,"62%",17,"32%",99,"67%",27,"36%",29,"36%",34,"33%",37,"34%","2021-2022",2022
"1576","4","Xavier Cooks",27.2,"WAS","Big",109,63,"60.00%",59,"71%",54,"45%",0,"0%",58,"45%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1577","4","Robert Covington",31.9,"LAC","Big",697,36,"55.70%",32,"66%",6,"24%",41,"33%",4,"25%",65,"40%",79,"39%",78,"39%","2021-2022",2022
"1578","4","Torrey Craig",31.9,"PHX","Forward",1936,63,"55.60%",40,"64%",29,"35%",36,"30%",28,"34%",79,"43%",51,"35%",73,"39%","2021-2022",2022
"1579","4","Jae Crowder",32.3,"MIL","Forward",325,98,"62.60%",99,"89%",85,"50%",24,"25%",76,"46%",0,"43%",97,"45%",98,"44%","2021-2022",2022
"1580","4","Jarrett Culver",23.7,"ATL","Wing",125,6,"44.60%",57,"65%",98,"67%",53,"40%",87,"50%",0,"33%",0,"0%",0,"8%","2021-2022",2022
"1581","4","Cade Cunningham",21.1,"DET","Wing",400,10,"45.70%",14,"54%",43,"40%",80,"46%",66,"43%",0,"25%",19,"30%",13,"30%","2021-2022",2022
"1582","4","Seth Curry",32.2,"BKN","Wing",1181,72,"56.20%",31,"61%",83,"49%",94,"51%",90,"50%",71,"43%",75,"39%",74,"40%","2021-2022",2022
"1583","4","Stephen Curry",34.6,"GSW","Point",1940,100,"61.90%",98,"73%",89,"51%",78,"46%",87,"50%",94,"57%",93,"42%",98,"44%","2021-2022",2022
"1584","4","Dyson Daniels",19.6,"NOP","Wing",943,22,"49.20%",66,"66%",25,"35%",7,"0%",14,"32%",20,"35%",13,"29%",16,"31%","2021-2022",2022
"1585","4","Anthony Davis",29.6,"LAL","Big",1904,49,"57.30%",80,"76%",58,"46%",52,"39%",51,"44%",0,"36%",8,"24%",11,"26%","2021-2022",2022
"1586","4","Johnny Davis",20.7,"WAS","Wing",361,4,"44.00%",50,"63%",60,"43%",49,"39%",56,"42%",5,"28%",4,"23%",4,"25%","2021-2022",2022
"1587","4","Terence Davis",25.5,"SAC","Wing",787,55,"54.50%",22,"58%",63,"44%",48,"38%",59,"42%",47,"39%",62,"36%",52,"37%","2021-2022",2022
"1588","4","DeMar DeRozan",33.2,"CHI","Forward",2673,43,"52.50%",78,"71%",85,"50%",77,"46%",84,"48%",21,"31%",53,"36%",36,"34%","2021-2022",2022
"1589","4","Dewayne Dedmon",33.2,"MIA","Big",349,29,"54.30%",10,"60%",90,"55%",65,"50%",93,"55%",0,"17%",41,"33%",28,"31%","2021-2022",2022
"1590","4","Matthew Dellavedova",32.1,"SAC","Point",158,7,"42.60%",2,"33%",15,"38%",0,"0%",7,"33%",0,"60%",0,"24%",21,"32%","2021-2022",2022
"1591","4","Donte DiVincenzo",25.7,"GSW","Wing",1873,83,"57.80%",46,"63%",54,"42%",17,"21%",32,"38%",63,"42%",78,"40%",75,"40%","2021-2022",2022
"1592","4","Moussa Diabate",20.8,"LAC","Big",141,5,"46.80%",2,"48%",30,"38%",0,"0%",27,"38%",0,"50%",0,"0%",0,"50%","2021-2022",2022
"1593","4","Mamadi Diakite",25.8,"CLE","Big",131,12,"50.00%",23,"64%",71,"50%",65,"50%",77,"50%",0,"11%",0,"50%",0,"27%","2021-2022",2022
"1594","4","Hamidou Diallo",24.3,"DET","Wing",972,80,"57.40%",83,"72%",61,"43%",47,"38%",58,"42%",0,"27%",0,"13%",2,"21%","2021-2022",2022
"1595","4","Gorgui Dieng",32.8,"SAS","Big",259,12,"50.00%",10,"58%",95,"60%",91,"63%",98,"62%",0,"50%",9,"26%",22,"30%","2021-2022",2022
"1596","4","Ousmane Dieng",19.4,"OKC","Forward",515,21,"49.30%",86,"73%",35,"38%",33,"29%",30,"35%",12,"30%",4,"25%",8,"27%","2021-2022",2022
"1597","4","Spencer Dinwiddie",29.6,"DAL","Combo",1792,78,"55.50%",51,"61%",30,"38%",85,"51%",45,"42%",100,"56%",57,"36%",83,"41%","2021-2022",2022
"1598","4","Spencer Dinwiddie",29.6,"BKN","Point",917,24,"47.40%",41,"59%",35,"42%",28,"37%",33,"41%",31,"29%",12,"30%",9,"30%","2021-2022",2022
"1599","4","Luka Doncic",23.7,"DAL","Point",2390,85,"56.80%",96,"72%",100,"55%",41,"41%",98,"52%",14,"24%",53,"36%",44,"35%","2021-2022",2022
"1600","4","Luguentz Dort",23.5,"OKC","Wing",2257,13,"46.80%",6,"49%",13,"30%",86,"48%",21,"34%",52,"40%",24,"31%",30,"33%","2021-2022",2022
