"","X","Player.Name","Position","Age","Team","GP","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Rank"
"172",472,"Garrett Temple","SG",36,"NOP",25,0,6.5,0.7,1.8,0.4,0.4,1,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2,162,10.5,0.535,0.578,0.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,0.1,0.2,0.3,0.094,-2.5,1.6,-1,0,14
"173",443,"Dereon Seabron","SG",22,"NOP",5,0,2.4,0.4,1,0.4,0,0,NA,0.4,1,0.4,0.4,0,0,NA,0.2,0,0.2,0,0,0,0,0.2,0.8,12,4.6,0.4,0,0,9.5,0,4.7,0,0,0,0,17.9,0,0,0,-0.034,-6.6,-4.7,-11.3,0,15
"174",480,"Obi Toppin","PF",24,"NYK",67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1,0.3,0.2,0.6,1,7.4,1050,13.6,0.565,0.589,0.112,3,16.6,9.8,9.2,1.1,1.1,8,19.5,1.1,1,2.1,0.095,0.3,-0.8,-0.5,0.4,9
"175",343,"Miles McBride","PG",22,"NYK",64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,760,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1,9.7,14.6,0,0.7,0.7,0.047,-3.6,1.4,-2.3,-0.1,10
"176",198,"Evan Fournier","SG",30,"NYK",27,7,17,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.443,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,459,6.9,0.471,0.687,0.127,1,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,0.01,-4,0,-4,-0.2,11
"177",295,"Trevor Keels","SG",19,"NYK",3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,NA,0.375,0,0,NA,0,0.7,0.7,0,0,0,0,0,1,8,3.7,0.375,1,0,0,27.6,13.7,0,0,0,0,21.4,0,0,0,-0.062,-7.4,-5.6,-13,0,12
"178",433,"Derrick Rose","PG",34,"NYK",27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,338,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1,1.4,11.8,23.6,-0.3,0.3,0,-0.001,-2.2,-1.5,-3.7,-0.1,13
"179",429,"Jeremiah Robinson-Earl","PF",22,"OKC",43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1,0.833,1.7,2.5,4.2,1,0.6,0.3,0.4,1.7,6.8,814,13,0.548,0.448,0.169,9.2,14.7,11.9,7,1.4,1.2,6.7,14.6,1.1,0.8,1.9,0.111,-0.8,-0.7,-1.5,0.1,9
"180",519,"Jaylin Williams","C",20,"OKC",49,36,18.7,2.1,4.8,0.436,0.9,2.3,0.407,1.1,2.5,0.463,0.534,0.8,1.1,0.704,0.9,4,4.9,1.6,0.6,0.2,0.8,2.3,5.9,914,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.099,-2.3,0.6,-1.7,0.1,10
"181",61,"Dario Šarić","PF-C",28,"OKC",57,12,14.1,2.2,4.9,0.458,0.8,2,0.391,1.4,2.8,0.506,0.54,1.1,1.3,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1,1.7,6.4,806,13.5,0.583,0.415,0.274,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,0.7,1,1.7,0.099,-1.5,0.1,-1.4,0.1,11
"182",504,"Lindy Waters III","SG",25,"OKC",41,0,13,1.7,4.3,0.393,1.4,4,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1,5.2,531,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,12
"183",401,"Aleksej Pokusevski","PF",21,"OKC",34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,701,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14,18.3,0,1,1,0.066,-1,1,0,0.3,13
"184",51,"Eugene Omoruyi","SF",25,"OKC",40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7,645,10.9,0.533,0.39,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,0.042,-3.5,-0.9,-4.4,-0.4,14
"185",331,"Tre Mann","PG",21,"OKC",67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,1183,10,0.492,0.513,0.11,2.4,11.8,7,14,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3,-1,-3.9,-0.6,15
"186",174,"Ousmane Dieng","PF",19,"OKC",39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,569,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2,16
"187",438,"Olivier Sarr","C",23,"OKC",9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4,114,11.5,0.544,0.267,0.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,0.094,-4.2,-0.7,-4.9,-0.1,17
"188",130,"Jared Butler","PG",22,"OKC",6,1,12.8,2.5,5.3,0.469,1.2,2.3,0.5,1.3,3,0.444,0.578,0,0,NA,0.2,0.5,0.7,1.3,0.8,0,0.8,0.8,6.2,77,13,0.578,0.438,0,1.4,4.3,2.8,15,3.1,0,13.5,20.1,0,0.1,0.1,0.061,-2.2,-0.4,-2.6,0,18
"189",2,"Mo Bamba","C",24,"ORL",49,7,15.7,2.4,4.9,0.485,1,2.5,0.387,1.4,2.4,0.59,0.585,0.8,1.3,0.661,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1,6.6,769,15.7,0.602,0.515,0.257,8.5,24.2,16.4,8.7,0.8,5.3,10.1,16.6,1.1,1.1,2.2,0.139,-0.2,0.7,0.5,0.5,9
"190",467,"Jalen Suggs","SG",21,"ORL",53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9,1246,12.5,0.528,0.455,0.268,5,9.6,7.3,18,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,-1.8,0.8,-1,0.3,10
"191",440,"Admiral Schofield","PF",25,"ORL",37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,451,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,11
"192",27,"R.J. Hampton","SG",21,"ORL",47,3,16,2.2,5,0.43,0.9,2.5,0.353,1.3,2.6,0.504,0.517,1.2,1.6,0.75,0.4,1.5,1.9,1.1,0.6,0.2,0.9,1.1,6.4,750,10.8,0.558,0.489,0.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,0.1,0.5,0.7,0.042,-2.3,-0.6,-2.9,-0.2,12
"193",258,"Caleb Houstan","SF",20,"ORL",51,4,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.4,0.9,0.435,0.489,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,812,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11,0.1,0.5,0.7,0.039,-3.1,-0.9,-4,-0.4,13
"194",388,"Chuma Okeke","SF",24,"ORL",27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,518,9.1,0.488,0.705,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0,0.6,0.7,0.061,-2.4,0.8,-1.6,0.1,14
"195",237,"Kevon Harris","SG",25,"ORL",34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,457,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2,15
"196",267,"Jonathan Isaac","PF",25,"ORL",11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.472,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,0.5,5,124,20.3,0.483,0.283,0.17,13.7,26.5,20.1,7.3,5.5,3.1,6.6,21.1,0,0.3,0.3,0.13,1,3,4,0.2,16
"197",442,"Jay Scrubb","SG",22,"ORL",2,0,15,2.5,3.5,0.714,1,1,1,1.5,2.5,0.6,0.857,0.5,1,0.5,0,3,3,0.5,1,0,1.5,1,6.5,30,14.2,0.825,0.286,0.286,0,22.7,11.3,5,3.2,0,27.6,15.6,0,0,0.1,0.083,-2.9,1,-1.9,0,17
"198",141,"Michael Carter-Williams","PG",31,"ORL",4,0,11,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,0.464,1,1.8,0.571,0.3,1,1.3,1.8,0.3,0.3,1,1.3,4.3,44,9,0.498,0.214,0.5,2.6,10.3,6.4,22.6,1.1,2.2,19,20.6,0,0,0,-0.003,-5.1,-1.2,-6.3,0,18
"199",483,"P.J. Tucker","PF",37,"PHI",75,75,25.6,1.3,3,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.549,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,1920,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3,-0.5,9
"200",234,"Montrezl Harrell","C",29,"PHI",57,7,11.9,2.2,3.7,0.598,0,0.1,0,2.2,3.6,0.616,0.598,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,1.3,5.6,681,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1,10
"201",257,"Danuel House Jr.","SF",29,"PHI",56,5,14.4,1.7,3.5,0.472,0.7,2,0.336,1,1.6,0.644,0.566,0.8,1.1,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,1.2,4.8,807,9.4,0.6,0.558,0.305,1.3,12.2,6.9,7.5,0.9,1,10.4,13.8,0.6,0.7,1.3,0.075,-2.5,-0.5,-3,-0.2,11
"202",13,"Julian Champagnie","SF",21,"PHI",17,3,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,320,13.4,0.6,0.631,0.131,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2,0.3,0.1,0.4,0.061,-0.6,-2.7,-3.3,-0.1,12
"203",463,"Jaden Springer","SG",20,"PHI",16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.514,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,89,17.2,0.545,0.143,0.229,8.1,10.4,9.3,13.8,3.9,3.1,7.2,20.8,0.1,0.2,0.3,0.145,-2.6,2.9,0.3,0.1,13
"204",298,"Louis King","PF",23,"PHI",1,0,29,8,13,0.615,4,8,0.5,4,5,0.8,0.769,0,1,0,2,2,4,2,1,0,2,4,20,29,21.3,0.744,0.615,0.077,8.3,8,8.1,12.2,1.7,0,13,23.8,0.1,0,0.1,0.157,3.3,-1,2.3,0,14
"205",304,"Furkan Korkmaz","SG",25,"PHI",37,0,9.5,1.3,3,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1,0.722,0.2,1,1.1,0.6,0.3,0.1,0.6,0.5,3.8,353,9.3,0.552,0.414,0.324,2,11.8,7,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1,-4.4,-0.2,15
"206",344,"Mac McClung","SG",24,"PHI",2,0,20.5,4.5,10,0.45,2,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5,4.5,0,0,1.5,1.5,12.5,41,19.2,0.563,0.55,0.25,8.8,19.8,14.4,35.3,0,0,11.9,27.5,0.1,0,0.1,0.14,2.2,-1.7,0.5,0,16
"207",197,"Michael Foster Jr.","PF",20,"PHI",1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0.01,-7.2,-1.9,-9.2,0,17
"208",310,"Jock Landale","C",27,"PHO",69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1,0.2,0.4,0.9,1.8,6.6,979,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,-0.7,-0.4,-1.1,0.2,9
"209",314,"Damion Lee","SG",30,"PHO",74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3,1.3,0.4,0.1,1.1,1.6,8.2,1506,10.7,0.607,0.546,0.23,2.8,14,8.3,8.9,1,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1,10
"210",103,"Bismack Biyombo","C",30,"PHO",61,14,14.3,2,3.4,0.578,0,0,NA,2,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,874,14.4,0.555,0,0.34,11,22.1,16.5,8.7,1,9,17.7,14,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2,11
"211",495,"Ish Wainright","SF",28,"PHO",60,2,15.3,1.4,3.8,0.37,1,2.9,0.329,0.5,0.9,0.5,0.496,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2,4.2,915,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2,2.2,8.4,12.2,0.5,1.2,1.7,0.089,-2.7,1.5,-1.2,0.2,12
"212",58,"Terrence Ross","SG",31,"PHO",63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,1330,10.2,0.544,0.555,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,0.5,1.2,1.6,0.059,-1.8,-0.3,-2.1,0,13
"213",67,"T.J. Warren","PF-SF",29,"PHO",42,0,16.4,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1,0.5,0.3,0.5,1.5,7.5,687,13.5,0.55,0.248,0.13,4.2,15.4,9.8,8.7,1.6,1.5,6.5,19.5,0.4,0.8,1.2,0.081,-1.7,-0.2,-2,0,14
"214",446,"Landry Shamet","SG",25,"PHO",40,9,20.2,2.8,7.5,0.377,1.9,5,0.377,1,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,807,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1,15
"215",398,"Cameron Payne","PG",28,"PHO",48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,968,13.2,0.512,0.408,0.141,1.3,11,6.1,32.6,1.7,0.7,14.4,24.8,0,1,1.1,0.053,-0.5,-0.7,-1.2,0.2,16
"216",4,"Darius Bazley","C",22,"PHO",43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1,5.2,616,13.1,0.524,0.29,0.383,5.8,18.5,12.1,8.3,1.7,5.1,11.2,16.4,0.1,0.9,1,0.078,-2,1,-1,0.2,17
"217",40,"Saben Lee","PG",23,"PHO",25,1,14.9,2,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0,1,1.3,6,373,13.1,0.517,0.248,0.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0,18
"218",500,"Duane Washington Jr.","SG",22,"PHO",31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,0.7,7.9,394,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3,19
"219",448,"Shaedon Sharpe","SG",19,"POR",80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3,1.2,0.5,0.3,1,1.7,9.9,1779,11.5,0.568,0.437,0.162,4,11.3,7.6,7.9,1,1.2,10.7,19,0.6,0.6,1.2,0.032,-1.3,-2,-3.3,-0.6,9
"220",52,"Gary Payton II","SG",30,"POR",22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.688,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6,367,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11,2.9,1.2,18.2,10.3,0.6,0.4,1,0.125,-1.2,1.5,0.3,0.2,10
"221",55,"Cam Reddish","SF",23,"POR",40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7,990,10.6,0.561,0.462,0.24,2,8.1,5,8.1,1.9,1.3,12,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,11
"222",38,"Kevin Knox","SF-PF",23,"POR",63,5,15.1,2.4,5.3,0.458,1,3,0.349,1.4,2.3,0.596,0.556,0.7,1,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,952,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4,12
"223",321,"Nassir Little","SF",22,"POR",54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,976,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1,1.8,10,16,0.2,0.4,0.7,0.032,-1.6,-1.4,-3,-0.3,13
"224",342,"Skylar Mays","PG",25,"POR",6,6,31.5,5.7,11.3,0.5,2,4.3,0.462,3.7,7,0.524,0.588,2,2.2,0.923,0.3,2.8,3.2,8.3,1,0.2,1.7,1.8,15.3,189,19.4,0.624,0.382,0.191,1.2,10.4,5.8,40,1.5,0.5,11.9,19.3,0.6,0.1,0.7,0.171,2.1,-2.1,0,0.1,14
"225",529,"Justise Winslow","PF",26,"POR",29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8,776,9.3,0.466,0.227,0.141,7.2,14.3,10.7,17.2,1.9,1.3,17,14.2,-0.1,0.5,0.4,0.022,-3.4,0.6,-2.8,-0.2,15
"226",239,"Shaquille Harrison","SG",29,"POR",5,0,24,3,7.2,0.417,0.6,2,0.3,2.4,5.2,0.462,0.458,2.2,3,0.733,0.2,4.2,4.4,6,2.2,0.4,1.2,2.4,8.8,120,17.9,0.516,0.278,0.417,1,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,0.137,-2.5,2.6,0.1,0.1,16
"227",520,"Jeenathan Williams","SG",23,"POR",5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2,1,3,2,0.6,0.4,0.8,2.6,10.6,127,15.5,0.657,0.205,0.077,9,4.6,6.8,12.1,1.2,1.4,9,15.2,0.3,0,0.3,0.12,-1,-2.1,-3,0,17
"228",496,"Jabari Walker","SF",20,"POR",56,0,11.1,1.5,3.5,0.419,0.3,1,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,18
"229",132,"John Butler","C",20,"POR",19,1,11.6,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.9,0.5,0.396,0.2,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,221,5.7,0.411,0.66,0.075,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11,-0.1,0.1,0,0.001,-5.4,-0.8,-6.2,-0.2,19
"230",152,"Chance Comanche","C",26,"POR",1,0,21,3,5,0.6,0,0,NA,3,5,0.6,0.6,1,4,0.25,2,1,3,0,0,1,0,0,7,21,12.2,0.518,0,0.8,10.9,5.5,8.2,0,0,4.2,0,14,0,0,0,0.043,-2.6,-4.9,-7.5,0,20
"231",121,"Greg Brown III","PF",21,"POR",16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,93,5.8,0.421,0.25,0.429,2.5,21.2,11.7,4.5,2.1,4.8,15.3,18.4,-0.3,0.1,-0.1,-0.074,-8.5,0,-8.5,-0.2,21
"232",359,"Justin Minaya","SF",23,"POR",4,0,22.3,1.8,5.8,0.304,0.8,3,0.25,1,2.8,0.364,0.37,0,0.3,0,0.8,3,3.8,1,0.5,1.3,1,2.3,4.3,89,4,0.363,0.522,0.043,3.8,15.6,9.7,5.9,1.1,5,14.6,13.4,-0.2,0.1,-0.1,-0.067,-7.2,-1.9,-9,-0.2,22
"233",1,"Ryan Arcidiacono","PG",28,"POR",20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0,0,NA,0,0.8,0.8,1.2,0.3,0,0.4,0.9,1.3,172,2.7,0.351,0.622,0,0,10,5,16.9,1.4,0,15.9,11.1,-0.2,0.1,-0.2,-0.043,-7.3,-1.5,-8.8,-0.3,23
"234",281,"Keon Johnson","SG",20,"POR",40,0,10.4,1.7,4.5,0.376,0.7,2,0.346,1,2.4,0.402,0.455,0.7,1,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,416,9,0.482,0.455,0.23,3,9.2,6.1,20.9,2.2,1.3,18,25,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4,24
"235",361,"Davion Mitchell","PG",24,"SAC",80,9,18.1,2.3,5,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,1447,9.4,0.545,0.494,0.078,1.3,7,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,-2.4,-0.4,-2.8,-0.3,9
"236",165,"Terence Davis","SG",25,"SAC",64,5,13.1,2.4,5.7,0.423,1.4,3.8,0.366,1,1.9,0.537,0.545,0.5,0.7,0.791,0.3,1.9,2.2,1,0.7,0.2,0.8,1.6,6.7,841,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0,0.9,0.9,0.054,-1.3,-0.3,-1.5,0.1,10
"237",254,"Richaun Holmes","C",29,"SAC",42,1,8.3,1.3,2.1,0.618,0.1,0.2,0.625,1.2,1.9,0.617,0.646,0.4,0.5,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,1.2,3.1,348,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,0.113,-2,-0.9,-2.9,-0.1,11
"238",20,"Kessler Edwards","SF",22,"SAC",36,4,10.7,1,2.6,0.387,0.5,1.5,0.309,0.5,1.1,0.5,0.478,0.3,0.4,0.733,0.6,1.1,1.7,0.6,0.4,0.2,0.4,1.1,2.8,385,8.4,0.502,0.591,0.161,6.9,11.1,9,7.5,1.7,1.4,11.5,12.7,0.1,0.3,0.4,0.048,-3.2,-0.7,-3.9,-0.2,12
"239",315,"Alex Len","C",29,"SAC",26,2,6.2,0.6,1.2,0.533,0,0.1,0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,161,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,0.9,-4,-0.1,13
"240",392,"KZ Okpala","PF",23,"SAC",35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,1.3,248,6.2,0.554,0.553,0.211,3.2,12.4,7.8,6.3,1.4,2.5,14.4,8.4,0.1,0.2,0.3,0.057,-4.3,1.1,-3.2,-0.1,14
"241",190,"Keon Ellis","SG",23,"SAC",16,0,4.4,0.4,1,0.438,0.4,0.8,0.5,0.1,0.3,0.25,0.625,0.3,0.4,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,0.6,1.5,71,14,0.629,0.75,0.438,6.5,6.4,6.4,10.5,3.4,1.2,5,12.1,0.2,0.1,0.2,0.162,-0.1,1.4,1.3,0.1,15
